宁波,宁波市四季康来医药有限公司甬上民生金城店,浙江省宁波市北仑区大碶街道坝头路402、404、406号
宁波,宁波市四季康来医药有限公司甬上民生仁民店,宁波市北仑区新碶街道泰东河路111号4幢111号、113号4幢113号
宁波,宁波市四季康来医药有限公司甬上民生新大路店,浙江省宁波市北仑区新碶街道新大路126号
宁波,宁波市四季康来医药有限公司甬上民生四季店,浙江省宁波市北仑区新碶新大路668号1幢668号、670号1幢670号
宁波,宁波市四季康来医药有限公司甬上民生东河路店,宁波市北仑区新碶街道东河路628、630号1幢004号
宁波,宁波市四季康来医药有限公司甬上民生上街店,浙江省宁波市北仑区大碶上街8号1幢（1)（2）
宁波,宁波市四季康来医药有限公司甬上民生天兴嘉园店,宁波市北仑区霞浦街道泰东河路180号14幢180号
宁波,宁波四季康来医药有限公司北仑银杏店,宁波市北仑区新碶街道沿海村17-7~8号
宁波,宁波市四季康来医药有限公司北仑大碶店,宁波市北仑区大碶街道人民北路387号21幢387号、389号21幢389号
宁波,宁波市四季康来医药有限公司北仑凤洋店,宁波市北仑区新碶街道沿海村凤洋二路
宁波,宁波市四季康来医药有限公司北仑王隘店,宁波市北仑区大碶街道老贺村楼下23号
宁波,宁波市四季康来医药有限公司北仑庐山店,宁波市北仑区霞浦街道庐山东路1269号
宁波,宁波市四季康来医药有限公司北仑衙前店,宁波市北仑区小港街道衙前村康乐桥100号
宁波,宁波市四季康来医药有限公司保税区店,宁波市北仑区保税区庐山西路158号1-105
宁波,宁波市四季康来医药有限公司北仑沿海店,宁波市北仑区新碶街道沿海村张功房52号
宁波,宁波市四季康来医药有限公司北仑柴桥店,宁波市北仑区柴桥街道盟光路270号（云景四季）17幢270号
宁波,宁波海王星辰健康药房有限公司新大店,新碶新大路283-285号
宁波,宁波海王星辰健康药房有限公司柴桥店,北仑柴桥薪桥北路399、401、403、405号
宁波,宁波海王星辰健康药房有限公司黄山豪庭店,北仑区新碶岷山路610号1幢610号
宁波,宁波四明大药房有限责任公司新大连锁店,北仑区新碶新大路366号、368号、370号
宁波,宁波四明大药房有限责任公司大碶连锁店,宁波市北仑区（大碶）坝头路548、550号
宁波,宁波四明大药房有限责任公司北仑药城分公司,宁波市北仑区新碶街道新大路曼哈顿商业广场A座壹楼109号
宁波,宁波四明大药房有限责任公司新碶连锁店,宁波市北仑区新碶街道横河路515、517号
宁波,浙江友禾大药房有限公司霞浦分店,宁波市北仑区霞浦街道霞浦中路163号
宁波,浙江友禾大药房有限公司新大路分店,宁波市北仑区大碶新大路1491号42幢1491号、1493号42幢1493号、1495号42幢1495号
宁波,浙江友禾大药房有限公司小港分店,北仑区戚家山东海路32-3号1幢121、122室
宁波,浙江友禾大药房有限公司格林分店,宁波市北仑区柴桥薪桥南路8号
宁波,浙江友禾大药房有限公司第三十二分店,宁波市北仑区戚家山环山路6-3C号1幢6-3C号
宁波,浙江友禾大药房有限公司恒山店,北仑区新碶街道恒山路106、108号
宁波,浙江友禾大药房有限公司泰东河路店,宁波市北仑区新碶街道泰东河路79号5幢79号、81号5幢81号
宁波,浙江友禾大药房有限公司东河店,宁波市北仑区新碶街道东河路691、693号店面
宁波,浙江友禾大药房有限公司第三十一分店,宁波市北仑区小港街道渡口南路145号1幢145号
宁波,浙江友禾大药房有限公司第三十分店,北仑区新碶街道庐山东路1079号、1081号
宁波,浙江友禾大药房有限公司坝头路分店,浙江省宁波市北仑区大碶街道坝头路473号一层-2、475号一层-2、477号一层-2、479号一层-2
宁波,浙江友禾大药房有限公司江南路店,宁波市北仑区小港江南东路482号
宁波,浙江友禾大药房有限公司宁波北仑横河路店,宁波市北仑区新碶横河路824号、826号
宁波,浙江友禾大药房有限公司北仑春晓分店,宁波市北仑区春晓街道观海路211号6幢1号60-7
宁波,浙江友禾大药房有限公司柴桥分店,宁波市北仑区柴桥街道薪桥北路148、150号
宁波,浙江友禾大药房有限公司新恒店,浙江省宁波市北仑区新碶新大路260号1幢260号、260-1号1幢260-1号
宁波,浙江友禾大药房有限公司红联店,浙江省宁波市北仑区小港渡口路128号5幢（1）-1
宁波,浙江友禾大药房有限公司第二十八分店,宁波市北仑区新碶西街4-8号中间两间
宁波,上海益丰大药房连锁有限公司宁波新大路店,宁波市北仑区新大路396号1-2层、398号1-2层
宁波,上海益丰大药房连锁有限公司宁波嵩山路店,宁波市北仑区嵩山路646#1-2层门面
宁波,宁波北仑九峰山大药房药品有限责任公司,宁波市北仑区（霞浦）九峰小区6号楼
宁波,宁波北仑九峰山大药房药品有限责任公司陈华放心人药房,宁波市北仑区新碶街道宝山路133号（中央风景大厦）B幢133号
宁波,宁波市北仑区梅山梅西九峰山大药房,北仑区新碶泰东河路157、159号
宁波,宁波市北仑区春晓九峰山大药房,北仑区春晓镇三山村合宅下宅甲195号
宁波,宁波市北仑区大碶清水九峰山大药房,宁波市保税区庐山西路158号第一幢1层1-112号
宁波,宁波市北仑区大碶清水九峰山大药房陈华店,宁波市北仑区霞浦街道书院村陈华车站旁
宁波,宁波市北仑区大碶邬隘桥头九峰山大药房,宁波市北仑区大碶街道邬隘116-4号
宁波,宁波市北仑区大碶西河塘九峰山大药房,宁波市北仑区大碶街道邬隘村大成门口4-5号(一层)
宁波,宁波市北仑区大碶倪家弄九峰山大药房,浙江省宁波市北仑区大碶街道清水菜场31、32、33号
宁波,宁波市北仑区滨海九峰山大药房,宁波市北仑区春晓街道寻海路62号3幢1号5、6间
宁波,宁波市北仑区新碶君康大药房,宁波市北仑区新碶街道凤洋二路155-157号
宁波,宁波市北仑区新碶君康大药房东河店,宁波市北仑区新碶东河路677号、679号
宁波,宁波市北仑区新碶君康大药房小港分店,北仑区戚家山街道桥东街20号-3
宁波,宁波市北仑区新碶君康大药房明州路店,浙江省宁波市北仑区戚家山街道直街72号1幢2-1号74号1幢5号
宁波,宁波市北仑区新碶君康大药房芙蓉家园店,宁波市北仑区新碶街道明州路834号
宁波,宁波市北仑区新碶君康大药房九峰店,宁波市北仑区霞浦街道九峰西路60、62号
宁波,宁波市北仑区新碶君康大药房霞浦店,宁波市北仑区霞浦街道霞西村霞浦路30号
宁波,宁波市北仑区新碶君康大药房沿海店,宁波市北仑区新碶街道五台山路285、287号
宁波,宁波市北仑区小港甬君大药房,宁波市北仑区小港街道振兴东路14号、16号、18号
宁波,宁波华夏康泰药品零售有限公司,浙江省宁波市北仑区新碶街道恒山路218号-222号店面（双号）
宁波,宁波华夏康泰药品零售有限公司北仑横河路店,宁波市北仑区新碶横河路87弄103-1、103-2号
宁波,宁波市北仑区康泽药业有限公司,宁波市北仑区大碶人民南路61号 
宁波,宁波市北仑区康泽药业有限公司文化宫店,北仑大碶人民北路8号
宁波,宁波市北仑区康泽药业有限公司高凤路分公司,北仑区新碶街道高凤路477号31幢477号
宁波,宁波市北仑区康泽药业有限公司新华园店,宁波市北仑区大碶街道坝头路81号21幢81号
宁波,宁波市北仑区康泽药业有限公司坝头路店,大碶街道鸿顺家园高田王街56号
宁波,宁波市北仑区残联荣仁堂大药房（普通合伙）,宁波市北仑区新碶东河塘路22号
宁波,宁波市鄞州一源药房（普通合伙）戚家山店,宁波市北仑区新碶街道凤洋一路52号1幢52号-3
